disease_group,disease_category,disease,gwas_id,protein,mr_method,snps,odds_ratio,ci_lower,ci_upper,pvalue
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, strict definition",finn-b-PDSTRICT,IL1R2,Inverse variance weighted (multiplicative random effects),16,1.216589869,1.011914576,1.46266389,0.036976465
Cardiovascular diseases,Stroke,"Stroke, excluding SAH",finn-b-I9_STR,IL1R2,Inverse variance weighted,16,1.063944164,1.002153628,1.129544564,0.04230838
Cardiovascular diseases,Stroke,"Stroke, excluding SAH",finn-b-I9_STR,IL1R2,Inverse variance weighted (fixed effects),16,1.063944164,1.002153628,1.129544564,0.04230838
Cardiovascular diseases,Stroke,"Stroke, excluding SAH",finn-b-I9_STR,IL1R2,Inverse variance weighted (multiplicative random effects),16,1.063944164,1.015421415,1.114785612,0.00925243
Cardiovascular diseases,Stroke,"Stroke, including SAH",finn-b-I9_STR_SAH,IL1R2,Inverse variance weighted,16,1.060125371,1.000510699,1.123292138,0.048008804
Cardiovascular diseases,Stroke,"Stroke, including SAH",finn-b-I9_STR_SAH,IL1R2,Inverse variance weighted (fixed effects),16,1.060125371,1.000510699,1.123292138,0.048008804
Cardiovascular diseases,Stroke,"Stroke, including SAH",finn-b-I9_STR_SAH,IL1R2,Inverse variance weighted (multiplicative random effects),16,1.060125371,1.012194111,1.110326359,0.013381379
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,IL1RN,Inverse variance weighted,4,1.066012743,1.010064493,1.12506001,0.020121359
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,IL1RN,Inverse variance weighted (fixed effects),4,1.066012743,1.015656984,1.118865115,0.009618078
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,IL1RN,Inverse variance weighted (multiplicative random effects),4,1.066012743,1.010064493,1.12506001,0.020121359
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST003116,IL1RN,Inverse variance weighted,5,1.113092664,1.037252219,1.194478311,0.00292157
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST003116,IL1RN,Inverse variance weighted (fixed effects),5,1.113092664,1.037252219,1.194478311,0.00292157
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST003116,IL1RN,Inverse variance weighted (multiplicative random effects),5,1.113092664,1.086832613,1.139987211,1.42e-18
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST90038610,IL1RN,Inverse variance weighted,8,1.003833372,1.001507763,1.006164382,0.001224287
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST90038610,IL1RN,Inverse variance weighted (fixed effects),8,1.003833372,1.001751857,1.005919213,0.000302972
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST90038610,IL1RN,Inverse variance weighted (multiplicative random effects),8,1.003833372,1.001507763,1.006164382,0.001224287
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST90018877,IL1RN,Inverse variance weighted,7,1.094168418,1.001128704,1.19585476,0.04715781
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST90018877,IL1RN,Inverse variance weighted (fixed effects),7,1.094168418,1.017518141,1.176592807,0.015154531
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST90018877,IL1RN,Inverse variance weighted (multiplicative random effects),7,1.094168418,1.001128704,1.19585476,0.04715781
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011365,IL1RN,Inverse variance weighted,5,1.12825186,1.069191412,1.190574715,1.09e-05
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011365,IL1RN,Inverse variance weighted (fixed effects),5,1.12825186,1.069191412,1.190574715,1.09e-05
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011365,IL1RN,Inverse variance weighted (multiplicative random effects),5,1.12825186,1.084682497,1.173571311,1.91e-09
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011364,IL1RN,Inverse variance weighted,6,1.133842079,1.026953732,1.251855679,0.012901223
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011364,IL1RN,Inverse variance weighted (fixed effects),6,1.133842079,1.050983055,1.223233672,0.001177258
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011364,IL1RN,Inverse variance weighted (multiplicative random effects),6,1.133842079,1.026953732,1.251855679,0.012901223
Neurological and psychiatric diseases,Neurodegenerative Diseases,Alzheimer's disease,ebi-a-GCST90027158,ITGAM,Inverse variance weighted (multiplicative random effects),2,1.139948301,1.009933648,1.286700499,0.034007328
Neurological and psychiatric diseases,Neurodegenerative Diseases,Alzheimer's disease,ebi-a-GCST90027158,ITGAM,Inverse variance weighted,2,1.139948301,1.009933648,1.286700499,0.034007328
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia in Alzheimer disease,finn-b-F5_ALZHDEMENT,CDHR5,Inverse variance weighted (fixed effects),20,0.888014194,0.795150843,0.991722787,0.035075352
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia in Alzheimer disease,finn-b-F5_ALZHDEMENT,CDHR5,Inverse variance weighted,20,0.888014194,0.795150843,0.991722787,0.035075352
Cardiovascular diseases,Hypertension,Hypertension,ebi-a-GCST90038604,INHBB,Inverse variance weighted,9,1.005897748,1.000484159,1.011340629,0.032695144
Cardiovascular diseases,Hypertension,Hypertension,ebi-a-GCST90038604,INHBB,Inverse variance weighted (fixed effects),9,1.005897748,1.001684003,1.010129218,0.006039825
Cardiovascular diseases,Hypertension,Hypertension,ebi-a-GCST90038604,INHBB,Inverse variance weighted (multiplicative random effects),9,1.005897748,1.000484159,1.011340629,0.032695144
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,INHBB,Inverse variance weighted,7,1.035919625,1.004682295,1.068128178,0.023881273
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,INHBB,Inverse variance weighted (fixed effects),7,1.035919625,1.013249505,1.059096959,0.001772467
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,INHBB,Inverse variance weighted (multiplicative random effects),7,1.035919625,1.004682295,1.068128178,0.023881273
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder,ebi-a-GCST009979,INHBB,Inverse variance weighted,9,1.053386717,1.000477211,1.109094304,0.047912268
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder,ebi-a-GCST009979,INHBB,Inverse variance weighted (fixed effects),9,1.053386717,1.000477211,1.109094304,0.047912268
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder,ebi-a-GCST009979,INHBB,Inverse variance weighted (multiplicative random effects),9,1.053386717,1.008609251,1.10015209,0.018935317
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,INHBC,Inverse variance weighted,17,1.046477358,1.021571402,1.071990522,0.000218511
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,INHBC,Inverse variance weighted (fixed effects),17,1.046477358,1.026924339,1.066402673,2.35e-06
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,INHBC,Inverse variance weighted (multiplicative random effects),17,1.046477358,1.021571402,1.071990522,0.000218511
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST90038610,INHBC,Inverse variance weighted,18,1.002274281,1.001259983,1.003289606,1.09e-05
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST90038610,INHBC,Inverse variance weighted (fixed effects),18,1.002274281,1.001288594,1.003260939,6.03e-06
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST90038610,INHBC,Inverse variance weighted (multiplicative random effects),18,1.002274281,1.001259983,1.003289606,1.09e-05
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST90018877,INHBC,Inverse variance weighted,20,1.045348386,1.015756296,1.075802583,0.002469715
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST90018877,INHBC,Inverse variance weighted (fixed effects),20,1.045348386,1.015756296,1.075802583,0.002469715
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST90018877,INHBC,Inverse variance weighted (multiplicative random effects),20,1.045348386,1.017913741,1.073522444,0.001081112
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011365,INHBC,Inverse variance weighted,15,1.041296158,1.010446211,1.073087986,0.008357622
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011365,INHBC,Inverse variance weighted (fixed effects),15,1.041296158,1.014733923,1.068553701,0.002144579
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011365,INHBC,Inverse variance weighted (multiplicative random effects),15,1.041296158,1.010446211,1.073087986,0.008357622
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011364,INHBC,Inverse variance weighted,19,1.083623289,1.046492653,1.122071357,6.34e-06
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011364,INHBC,Inverse variance weighted (fixed effects),19,1.083623289,1.046492653,1.122071357,6.34e-06
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011364,INHBC,Inverse variance weighted (multiplicative random effects),19,1.083623289,1.048017451,1.120438816,2.46e-06
Neurological and psychiatric diseases,Dementia,Vascular dementia (mixed),finn-b-VD_MX,ISM1,Inverse variance weighted,9,0.375090245,0.144355299,0.97462783,0.044140848
Neurological and psychiatric diseases,Dementia,Vascular dementia (mixed),finn-b-VD_MX,ISM1,Inverse variance weighted (fixed effects),9,0.375090245,0.144355299,0.97462783,0.044140848
Neurological and psychiatric diseases,Dementia,Vascular dementia (mixed),finn-b-VD_MX,ISM1,Inverse variance weighted (multiplicative random effects),9,0.375090245,0.159030673,0.884689027,0.025100161
Neurological and psychiatric diseases,Dementia,Vascular dementia (undefined),finn-b-VD_U,ISM1,Inverse variance weighted,9,1.647676154,1.004123245,2.703688736,0.048122558
Neurological and psychiatric diseases,Dementia,Vascular dementia (undefined),finn-b-VD_U,ISM1,Inverse variance weighted (fixed effects),9,1.647676154,1.004123245,2.703688736,0.048122558
Neurological and psychiatric diseases,Dementia,Vascular dementia (undefined),finn-b-VD_U,ISM1,Inverse variance weighted (multiplicative random effects),9,1.647676154,1.065109704,2.548879892,0.024872738
Cardiovascular diseases,Arrhythmias,Atrial fibrillation and flutter,finn-b-I9_AF,ITGA5,Wald ratio,1,0.486569639,0.29480148,0.803082854,0.004835443
Cardiovascular diseases,Arrhythmias,Cardiac arrhytmias,finn-b-CARDIAC_ARRHYTM,ITGA5,Wald ratio,1,0.57802674,0.402894289,0.82928679,0.00291587
Cardiovascular diseases,Hypertension,Hypertension,finn-b-I9_HYPTENS,ITGA5,Wald ratio,1,0.729619675,0.53628073,0.992660821,0.044760679
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,ebi-a-GCST90038650,ITGA5,Wald ratio,1,0.972274126,0.954370297,0.990513828,0.003025412
Cardiovascular diseases,Hypertension,Essential hypertension,ebi-a-GCST90038608,ITGAM,Inverse variance weighted,2,1.00186445,1.000147981,1.003583864,0.033243142
Cardiovascular diseases,Hypertension,Essential hypertension,ebi-a-GCST90038608,ITGAM,Inverse variance weighted (fixed effects),2,1.00186445,1.000147981,1.003583864,0.033243142
Cardiovascular diseases,Hypertension,Essential hypertension,ebi-a-GCST90038608,ITGAM,Inverse variance weighted (multiplicative random effects),2,1.00186445,1.001352398,1.002376763,9.24e-13
Neurological and psychiatric diseases,Neurodegenerative Diseases,Alzheimer's disease,ieu-b-5067,EFNA1,Inverse variance weighted (multiplicative random effects),7,1.000597131,1.000040987,1.001153584,0.035335511
Neurological and psychiatric diseases,Neurodegenerative Diseases,Alzheimer's disease,ieu-b-5067,EFNA1,Inverse variance weighted,7,1.000597131,1.000040987,1.001153584,0.035335511
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia due to Parkinsons disease,finn-b-PD_DEMENTIA,ITGAM,Inverse variance weighted,2,3.551578089,1.273204412,9.907055615,0.015457425
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia due to Parkinsons disease,finn-b-PD_DEMENTIA,ITGAM,Inverse variance weighted (fixed effects),2,3.551578089,1.273204412,9.907055615,0.015457425
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia due to Parkinsons disease,finn-b-PD_DEMENTIA,ITGAM,Inverse variance weighted (multiplicative random effects),2,3.551578089,2.736001847,4.610269885,1.71e-21
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia with Lewy bodies,ebi-a-GCST90001390,ITGAM,Inverse variance weighted,2,1.758966452,1.099371291,2.814302143,0.018518235
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia with Lewy bodies,ebi-a-GCST90001390,ITGAM,Inverse variance weighted (fixed effects),2,1.758966452,1.099371291,2.814302143,0.018518235
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia with Lewy bodies,ebi-a-GCST90001390,ITGAM,Inverse variance weighted (multiplicative random effects),2,1.758966452,1.260974346,2.453628805,0.000882613
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST006907,ITGAM,Inverse variance weighted,2,0.707156263,0.522125904,0.957757463,0.025164002
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST006907,ITGAM,Inverse variance weighted (fixed effects),2,0.707156263,0.522125904,0.957757463,0.025164002
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST006907,ITGAM,Inverse variance weighted (multiplicative random effects),2,0.707156263,0.689378799,0.725392167,9.36e-157
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,ITIH3,Inverse variance weighted,12,1.049021444,1.007002319,1.092793898,0.02175842
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,ITIH3,Inverse variance weighted (fixed effects),12,1.049021444,1.018708163,1.080236745,0.001379264
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,ITIH3,Inverse variance weighted (multiplicative random effects),12,1.049021444,1.007002319,1.092793898,0.02175842
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,finn-b-I9_MI,ITIH3,Inverse variance weighted,13,1.126458387,1.033897929,1.227305388,0.006488151
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,finn-b-I9_MI,ITIH3,Inverse variance weighted (fixed effects),13,1.126458387,1.039436626,1.220765622,0.003696996
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,finn-b-I9_MI,ITIH3,Inverse variance weighted (multiplicative random effects),13,1.126458387,1.033897929,1.227305388,0.006488151
Neurological and psychiatric diseases,Psychiatric Disorders,Bipolar disorder,ebi-a-GCST003724,ITIH3,Inverse variance weighted,12,0.781635602,0.635373549,0.961566963,0.019765486
Neurological and psychiatric diseases,Psychiatric Disorders,Bipolar disorder,ebi-a-GCST003724,ITIH3,Inverse variance weighted (fixed effects),12,0.781635602,0.690606957,0.884662698,9.62e-05
Neurological and psychiatric diseases,Psychiatric Disorders,Bipolar disorder,ebi-a-GCST003724,ITIH3,Inverse variance weighted (multiplicative random effects),12,0.781635602,0.635373549,0.961566963,0.019765486
Neurological and psychiatric diseases,Psychiatric Disorders,bipolar disorder,ieu-b-41,ITIH3,Inverse variance weighted,13,0.844681358,0.758969732,0.940072531,0.001987921
Neurological and psychiatric diseases,Psychiatric Disorders,bipolar disorder,ieu-b-41,ITIH3,Inverse variance weighted (fixed effects),13,0.844681358,0.784411837,0.90958163,7.85e-06
Neurological and psychiatric diseases,Psychiatric Disorders,bipolar disorder,ieu-b-41,ITIH3,Inverse variance weighted (multiplicative random effects),13,0.844681358,0.758969732,0.940072531,0.001987921
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,ITIH3,Inverse variance weighted,13,0.955308315,0.928677731,0.982702552,0.001526228
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,ITIH3,Inverse variance weighted (fixed effects),13,0.955308315,0.933388492,0.977742906,0.000113133
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,ITIH3,Inverse variance weighted (multiplicative random effects),13,0.955308315,0.928677731,0.982702552,0.001526228
