model,mri_category,mri_trait,protein,n,beta,pvalue
sensitivity analysis,Right atrium,RA maximum volume,CD300E;CMRF35-like molecule 2,4307,-0.0837093278383726,3.7610996668111e-08
sensitivity analysis,Right atrium,RA maximum volume,CD302;CD302 antigen,4273,-0.0976519225766559,1.58714440443373e-10
sensitivity analysis,Right atrium,RA maximum volume,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,4273,-0.0996542099346269,6.64025773472823e-11
sensitivity analysis,Right atrium,RA maximum volume,CD4;T-cell surface glycoprotein CD4,4290,-0.0888612694598881,5.53996926502449e-09
sensitivity analysis,Right atrium,RA maximum volume,CD80;T-lymphocyte activation antigen CD80,3061,-0.0940511084377513,1.85877979666431e-07
sensitivity analysis,Right atrium,RA maximum volume,CD83;CD83 antigen,4293,-0.102551996356508,1.63800763883154e-11
sensitivity analysis,Right atrium,RA maximum volume,CDHR2;Cadherin-related family member 2,4273,-0.0878535964046881,8.80504719964507e-09
sensitivity analysis,Right atrium,RA maximum volume,CDHR5;Cadherin-related family member 5,4305,-0.0990249272366686,7.44561124337009e-11
sensitivity analysis,Right atrium,RA maximum volume,CES1;Liver carboxylesterase 1,4308,-0.0947397557972879,4.64976176615677e-10
sensitivity analysis,Right atrium,RA maximum volume,CFC1;Cryptic protein,4200,-0.0898471267087645,5.44965351800795e-09
sensitivity analysis,Right atrium,RA maximum volume,CFH;Complement factor H,2881,-0.106625151698197,9.63816251836532e-09
sensitivity analysis,Right atrium,RA maximum volume,CFI;Complement factor I,3051,-0.0995348767356646,3.60208432475829e-08
sensitivity analysis,Right atrium,RA maximum volume,CHRDL1;Chordin-like protein 1,4290,-0.0874982464314049,9.45035127575288e-09
sensitivity analysis,Right atrium,RA maximum volume,CKB;Creatine kinase B-type,3055,0.0954206958791728,1.26393397017238e-07
sensitivity analysis,Right atrium,RA maximum volume,CLMP;CXADR-like membrane protein,4321,-0.110021712303985,4.10255424889775e-13
sensitivity analysis,Right atrium,RA maximum volume,CNTN3;Contactin-3,4276,-0.101102859065872,3.44248221960272e-11
sensitivity analysis,Right atrium,RA maximum volume,COL18A1;Collagen alpha-1(XVIII) chain,4316,-0.0858604224092182,1.60905426508332e-08
sensitivity analysis,Right atrium,RA maximum volume,COL4A1;Collagen alpha-1(IV) chain,4305,0.0922219321263204,1.34375755701973e-09
sensitivity analysis,Right atrium,RA maximum volume,COL6A3;Collagen alpha-3(VI) chain,4342,-0.0986587741684535,7.26730852887327e-11
sensitivity analysis,Right atrium,RA maximum volume,COLEC12;Collectin-12,4277,-0.106308419434586,3.16564110085721e-12
sensitivity analysis,Right atrium,RA maximum volume,CPM;Carboxypeptidase M,4318,-0.110288143060922,3.66802850818451e-13
sensitivity analysis,Right atrium,RA maximum volume,CRHBP;Corticotropin-releasing factor-binding protein,4277,-0.0947115521250193,5.42936049880347e-10
sensitivity analysis,Right atrium,RA maximum volume,CRIP2;Cysteine-rich protein 2,4266,-0.092946052025366,1.18598828500366e-09
sensitivity analysis,Right atrium,RA maximum volume,CST3;Cystatin-C,4290,-0.119916050284153,3.26246505628198e-15
sensitivity analysis,Right atrium,RA maximum volume,CSTB;Cystatin-B,4254,-0.0838101207490491,4.39123799678879e-08
sensitivity analysis,Right atrium,RA maximum volume,CYTL1;Cytokine-like protein 1,3055,-0.107869676709166,2.27025002750954e-09
sensitivity analysis,Right atrium,RA maximum volume,DPT;Dermatopontin,4342,-0.081287279350745,8.1548966275739e-08
sensitivity analysis,Right atrium,RA maximum volume,EFCAB14;EF-hand calcium-binding domain-containing protein 14,3036,-0.105188704347138,6.26131944850215e-09
sensitivity analysis,Right atrium,RA maximum volume,EFNA4;Ephrin-A4,4261,-0.0957104725554404,3.84554980339161e-10
sensitivity analysis,Right atrium,RA maximum volume,EPHA1;Ephrin type-A receptor 1,4290,-0.0957357558531845,3.31849702316189e-10
sensitivity analysis,Right atrium,RA maximum volume,EPHB6;Ephrin type-B receptor 6,4262,-0.0800211042239192,1.68636754212538e-07
sensitivity analysis,Right atrium,RA maximum volume,F7;Coagulation factor VII,4288,-0.128371861477643,3.21062214188167e-17
sensitivity analysis,Right atrium,RA maximum volume,F9;Coagulation factor IX,4295,-0.0844971455082999,2.92388771764206e-08
sensitivity analysis,Right atrium,RA maximum volume,"FABP4;Fatty acid-binding protein, adipocyte",4342,-0.153174792760898,3.30267978082543e-24
sensitivity analysis,Right atrium,RA maximum volume,FAS;Tumor necrosis factor receptor superfamily member 6,4331,-0.0858917241887386,1.50146744758583e-08
sensitivity analysis,Right atrium,RA maximum volume,FCAMR;High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,3061,-0.103823345988178,8.54291845198494e-09
sensitivity analysis,Right atrium,RA maximum volume,FGF21;Fibroblast growth factor 21,4317,-0.0812487152155207,9.00934822994985e-08
sensitivity analysis,Right atrium,RA maximum volume,FSTL3;Follistatin-related protein 3,4270,-0.107560627766601,1.82857560037657e-12
sensitivity analysis,Right atrium,RA maximum volume,FTCD;Formimidoyltransferase-cyclodeaminase,3038,-0.0940885098204865,2.04313276080866e-07
sensitivity analysis,Right atrium,RA maximum volume,FURIN;Furin,4306,-0.0957043466681782,3.11879197343036e-10
sensitivity analysis,Right atrium,RA maximum volume,GCG;Pro-glucagon,4200,-0.0825417215718253,8.46781964164339e-08
sensitivity analysis,Right atrium,RA maximum volume,GFRA1;GDNF family receptor alpha-1,4317,-0.100464508532462,3.69698514290145e-11
sensitivity analysis,Right atrium,RA maximum volume,GHR;Growth hormone receptor,2985,-0.112696598706462,6.64593726533317e-10
sensitivity analysis,Right atrium,RA maximum volume,GLA;Alpha-galactosidase A,2979,-0.0965575569348631,1.28999313024309e-07
sensitivity analysis,Right atrium,RA maximum volume,GM2A;Ganglioside GM2 activator,2977,-0.111318665610821,1.12810315678053e-09
sensitivity analysis,Right atrium,RA maximum volume,GPD1;Glycerol-3-phosphate dehydrogenase,3040,-0.105753004227884,5.07128466687107e-09
sensitivity analysis,Right atrium,RA maximum volume,GSTA1;Glutathione S-transferase A1,4282,-0.0880892833324814,7.74843886429661e-09
sensitivity analysis,Right atrium,RA maximum volume,GSTA3;Glutathione S-transferase A3,4200,-0.101068755631807,5.20783725734059e-11
sensitivity analysis,Right atrium,RA maximum volume,HAVCR2;Hepatitis A virus cellular receptor 2,4276,-0.0874433164966763,1.02030464766508e-08
sensitivity analysis,Right atrium,RA maximum volume,HGF;Hepatocyte growth factor,4338,-0.109548307321507,4.65740943856579e-13
sensitivity analysis,Right atrium,RA maximum volume,HIP1R;Huntingtin-interacting protein 1-related protein,3042,-0.106403485218766,4.03120556963402e-09
sensitivity analysis,Right atrium,RA maximum volume,HNMT;Histamine N-methyltransferase,4255,-0.101736010595873,2.8994184698151e-11
sensitivity analysis,Right atrium,RA maximum volume,HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein,4261,-0.0936509425757579,9.07627676939626e-10
sensitivity analysis,Right atrium,RA maximum volume,IFI30;Gamma-interferon-inducible lysosomal thiol reductase,2967,-0.0971577271374777,1.14216944088276e-07
sensitivity analysis,Right atrium,RA maximum volume,IGFBP1;Insulin-like growth factor-binding protein 1,4337,0.118100902238923,6.05871535385326e-15
sensitivity analysis,Right atrium,RA maximum volume,IGFBP2;Insulin-like growth factor-binding protein 2,4335,0.110230110186071,3.39501364589655e-13
sensitivity analysis,Right atrium,RA maximum volume,IGFBP6;Insulin-like growth factor-binding protein 6,4273,-0.130701450609924,9.65062172546533e-18
sensitivity analysis,Right atrium,RA maximum volume,IGSF9;Protein turtle homolog A,3061,-0.115614924440896,1.40400799035879e-10
sensitivity analysis,Right atrium,RA maximum volume,IL10RB;Interleukin-10 receptor subunit beta,4298,-0.096162036819192,2.66500346069385e-10
sensitivity analysis,Right atrium,RA maximum volume,IL12A_IL12B;Interleukin-12,4273,-0.0806050619316464,1.31996942646309e-07
sensitivity analysis,Right atrium,RA maximum volume,IL12B;Interleukin-12 subunit beta,4338,-0.0870591720878528,9.28623208705369e-09
sensitivity analysis,Right atrium,RA maximum volume,IL16;Pro-interleukin-16,4338,-0.0867635385510243,1.04229433861477e-08
sensitivity analysis,Right atrium,RA maximum volume,IL1RN;Interleukin-1 receptor antagonist protein,4273,-0.150570555437922,4.32777281402764e-23
sensitivity analysis,Right atrium,RA maximum volume,INHBC;Inhibin beta C chain,4276,-0.118899177409362,6.17298094408979e-15
sensitivity analysis,Right atrium,RA maximum volume,ITGA5;Integrin alpha-5,4276,-0.0806958056524946,1.26486012309591e-07
sensitivity analysis,Right atrium,RA maximum volume,"KRT18;Keratin, type I cytoskeletal 18",4273,-0.111204764939066,3.10538493281814e-13
sensitivity analysis,Right atrium,RA maximum volume,KYNU;Kynureninase,4338,-0.081221516960444,8.46885407137338e-08
sensitivity analysis,Right atrium,RA maximum volume,LAIR1;Leukocyte-associated immunoglobulin-like receptor 1,4277,-0.0900749954248969,3.61149631996341e-09
sensitivity analysis,Right atrium,RA maximum volume,LDLR;Low-density lipoprotein receptor,4295,-0.11938229059961,4.17111414357521e-15
sensitivity analysis,Right atrium,RA maximum volume,LEP;Leptin,4305,-0.187534747512541,2.26888211632634e-35
sensitivity analysis,Right atrium,RA maximum volume,LEPR;Leptin receptor,4305,0.0859374283095488,1.62910004973386e-08
sensitivity analysis,Right atrium,RA maximum volume,LGALS1;Galectin-1,4305,-0.089129597810171,4.6853460902148e-09
sensitivity analysis,Right atrium,RA maximum volume,LGALS9;Galectin-9,4279,-0.0990779520104472,8.29318678005408e-11
sensitivity analysis,Right atrium,RA maximum volume,LPL;Lipoprotein lipase,4305,0.0938826752399997,6.75498513612683e-10
sensitivity analysis,Right atrium,RA maximum volume,NBL1;Neuroblastoma suppressor of tumorigenicity 1,4306,-0.0827474724118905,5.39880652755288e-08
sensitivity analysis,Right atrium,RA maximum volume,NPC2;NPC intracellular cholesterol transporter 2,3000,-0.132276400468633,3.48890432234363e-13
sensitivity analysis,Right atrium,RA maximum volume,NPDC1;Neural proliferation differentiation and control protein 1,4305,-0.0819761245085003,7.19775884039055e-08
sensitivity analysis,Right atrium,RA maximum volume,NPPB;Natriuretic peptides B,4208,0.0921455250677837,2.11961342710087e-09
sensitivity analysis,Right atrium,RA maximum volume,NPPC;C-type natriuretic peptide,4293,-0.101864752504148,2.23563219171563e-11
sensitivity analysis,Right atrium,RA maximum volume,NPY;Pro-neuropeptide Y,4321,-0.0851095489077302,2.1046943850375e-08
sensitivity analysis,Right atrium,RA maximum volume,NTproBNP;N-terminal prohormone of brain natriuretic peptide,4305,0.114355418397949,5.24529028709102e-14
sensitivity analysis,Right atrium,RA maximum volume,NTRK3;NT-3 growth factor receptor,4333,0.085057806254205,2.05242101793263e-08
sensitivity analysis,Right atrium,RA maximum volume,OCLN;Occludin,3047,-0.10137035551327,2.04960787069344e-08
sensitivity analysis,Right atrium,RA maximum volume,OXT;Oxytocin-neurophysin 1,4333,-0.101920387227307,1.76142820733786e-11
sensitivity analysis,Right atrium,RA maximum volume,PALM;Paralemmin-1,3009,-0.130762796404474,5.98314441850014e-13
sensitivity analysis,Right atrium,RA maximum volume,PAMR1;Inactive serine protease PAMR1,4276,-0.0891044040976311,5.32939424760943e-09
sensitivity analysis,Right atrium,RA maximum volume,PGF;Placenta growth factor,4338,-0.0962733641594739,2.10010886361568e-10
sensitivity analysis,Right atrium,RA maximum volume,PIK3IP1;Phosphoinositide-3-kinase-interacting protein 1,4276,-0.0887151236648044,6.21206744040195e-09
sensitivity analysis,Right atrium,RA maximum volume,PLAT;Tissue-type plasminogen activator,4331,-0.124962541502892,1.53405882593032e-16
sensitivity analysis,Right atrium,RA maximum volume,PLAUR;Urokinase plasminogen activator surface receptor,4254,-0.0815531819801045,1.00162409551141e-07
sensitivity analysis,Right atrium,RA maximum volume,PLTP;Phospholipid transfer protein,4331,0.0965853246341789,1.89802401864725e-10
sensitivity analysis,Right atrium,RA maximum volume,"POLR2F;DNA-directed RNA polymerases I, II, and III subunit RPABC2",4273,-0.0845868692459815,3.06646570130419e-08
sensitivity analysis,Right atrium,RA maximum volume,PON3;Serum paraoxonase/lactonase 3,4298,0.109294830354987,6.73441296383818e-13
sensitivity analysis,Right atrium,RA maximum volume,PRAP1;Proline-rich acidic protein 1,3055,-0.122885446384321,9.41358683367556e-12
sensitivity analysis,Right atrium,RA maximum volume,PRCP;Lysosomal Pro-X carboxypeptidase,4302,-0.0958245552832064,3.01963464365708e-10
sensitivity analysis,Right atrium,RA maximum volume,PRND;Prion-like protein doppel,3047,-0.112708822638769,4.40880512947748e-10
sensitivity analysis,Right atrium,RA maximum volume,PRRT3;Proline-rich transmembrane protein 3,2957,-0.108477259586689,3.34358044636618e-09
sensitivity analysis,Right atrium,RA maximum volume,PRSS8;Prostasin,4268,-0.128699731227125,3.1570026969951e-17
sensitivity analysis,Right atrium,RA maximum volume,PTGDS;Prostaglandin-H2 D-isomerase,4260,-0.113368038401479,1.16111735722069e-13
sensitivity analysis,Right atrium,RA maximum volume,RARRES2;Retinoic acid receptor responder protein 2,4300,-0.107297940784565,1.73442172392857e-12
sensitivity analysis,Right atrium,RA maximum volume,RBP5;Retinol-binding protein 5,4273,-0.0931926410967895,1.03876222608091e-09
sensitivity analysis,Right atrium,RA maximum volume,RNASE6;Ribonuclease K6,3028,-0.10814505256538,2.43179931295854e-09
sensitivity analysis,Right atrium,RA maximum volume,RTN4R;Reticulon-4 receptor,4321,-0.141618422476261,8.46552889567256e-21
sensitivity analysis,Right atrium,RA maximum volume,SCARA5;Scavenger receptor class A member 5,4333,-0.0800555469736086,1.31567881828928e-07
sensitivity analysis,Right atrium,RA maximum volume,SCARB2;Lysosome membrane protein 2,4172,-0.0897487389247068,6.36223003560524e-09
sensitivity analysis,Right atrium,RA maximum volume,SCG2;Secretogranin-2,4313,-0.0893064112833526,4.2258634828205e-09
sensitivity analysis,Right atrium,RA maximum volume,SCLY;Selenocysteine lyase,4316,-0.0813991740557469,8.55749520808665e-08
sensitivity analysis,Right atrium,RA maximum volume,SELE;E-selectin,4342,-0.0848969739039134,2.11044451386008e-08
sensitivity analysis,Right atrium,RA maximum volume,SEMA3F;Semaphorin-3F,4305,-0.0925607868497015,1.16894810357964e-09
sensitivity analysis,Right atrium,RA maximum volume,SERPINF1;Pigment epithelium-derived factor,3019,-0.117911199281523,8.10283171925878e-11
sensitivity analysis,Right atrium,RA maximum volume,SHBG;Sex hormone-binding globulin,3055,0.0943776306765566,1.73236423201217e-07
sensitivity analysis,Right atrium,RA maximum volume,SHISA5;Protein shisa-5,3055,-0.124042028609688,5.99213085690387e-12
sensitivity analysis,Right atrium,RA maximum volume,SIT1;Signaling threshold-regulating transmembrane adapter 1,4209,-0.0807429946463632,1.5597967530356e-07
sensitivity analysis,Right atrium,RA maximum volume,SLC39A5;Zinc transporter ZIP5,4293,-0.0956541626393477,3.38716942947229e-10
sensitivity analysis,Right atrium,RA maximum volume,SMOC1;SPARC-related modular calcium-binding protein 1,4321,-0.0993272290863102,6.00936457992171e-11
sensitivity analysis,Right atrium,RA maximum volume,SNCG;Gamma-synuclein,4266,-0.0906067578788774,3.05884006015954e-09
sensitivity analysis,Right atrium,RA maximum volume,SORCS2;VPS10 domain-containing receptor SorCS2,4200,-0.0843964906370011,4.30976947558334e-08
sensitivity analysis,Right atrium,RA maximum volume,SOST;Sclerostin,4304,-0.0885487656306969,5.92090692434393e-09
sensitivity analysis,Right atrium,RA maximum volume,SSC4D;Scavenger receptor cysteine-rich domain-containing group B protein,4304,-0.110025007441811,4.55134971824108e-13
sensitivity analysis,Right atrium,RA maximum volume,SSC5D;Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,4296,-0.111418737737631,2.41580086761993e-13
sensitivity analysis,Right atrium,RA maximum volume,"ST3GAL1;CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",4273,0.0850468279233188,2.57946093175592e-08
sensitivity analysis,Right atrium,RA maximum volume,STC1;Stanniocalcin-1,4333,-0.0941586390475617,5.29663494864252e-10
sensitivity analysis,Right atrium,RA maximum volume,TAFA5;Chemokine-like protein TAFA-5,4273,-0.117091987666403,1.61243133534658e-14
sensitivity analysis,Right atrium,RA maximum volume,TGFBR2;TGF-beta receptor type-2,4306,-0.104862535794224,5.26955959775261e-12
sensitivity analysis,Right atrium,RA maximum volume,THY1;Thy-1 membrane glycoprotein,4333,-0.0853618547086132,1.82690182920723e-08
sensitivity analysis,Right atrium,RA maximum volume,TNFRSF10B;Tumor necrosis factor receptor superfamily member 10B,4266,-0.109245376473259,8.38856606975799e-13
sensitivity analysis,Right atrium,RA maximum volume,TNFRSF11A;Tumor necrosis factor receptor superfamily member 11A,4338,-0.113819504276945,5.52667028869132e-14
sensitivity analysis,Right atrium,RA maximum volume,TNFRSF1A;Tumor necrosis factor receptor superfamily member 1A,4276,-0.112280244499894,1.79446948017861e-13
sensitivity analysis,Right atrium,RA maximum volume,TNFRSF1B;Tumor necrosis factor receptor superfamily member 1B,4276,-0.0960616793757032,3.08778985457841e-10
