cmr_category,cmr_trait,bmr_category,bmr_trait,n,beta,pvalue
Left ventricle,LV mean myocardial wall thickness AHA 8,DTI dMRI,Weighted-mean L3 in tract acoustic radiation (left),32153,0.045459963,3.48e-16
Left ventricle,LV mean myocardial wall thickness global,DTI dMRI,Mean L3 in uncinate fasciculus on FA skeleton (left),32165,0.045446894,3.5e-16
Left ventricle,LV mean myocardial wall thickness AHA 13,DTI dMRI,Mean L1 in superior corona radiata on FA skeleton (left),32113,0.045479557,3.52e-16
Left ventricle,LV mean myocardial wall thickness AHA 6,DTI dMRI,Mean FA in cingulum cingulate gyrus on FA skeleton (left),32162,-0.045422649,3.64e-16
Left ventricle,LV mean myocardial wall thickness AHA 15,DTI dMRI,Mean L3 in posterior corona radiata on FA skeleton (left),31989,0.045543403,3.65e-16
Ascending aorta,Ascending aorta maximum area,DTI dMRI,Mean L2 in retrolenticular part of internal capsule on FA skeleton (right),30438,0.046783549,3.18e-16
Right ventricle,RV stroke volume,NODDI dMRI,Mean ISOVF in superior corona radiata on FA skeleton (left),32173,0.045505604,3.18e-16
Ascending aorta,Ascending aorta maximum area,NODDI dMRI,Mean ICVF in uncinate fasciculus on FA skeleton (left),30430,-0.04678332,3.21e-16
Left ventricle,LV mean myocardial wall thickness AHA 12,DTI dMRI,Weighted-mean FA in tract superior thalamic radiation (right),32176,-0.045403485,3.69e-16
Left ventricle,LV mean myocardial wall thickness global,DTI dMRI,Weighted-mean L1 in tract cingulate gyrus part of cingulum (right),32173,0.045403199,3.71e-16
Left ventricle,LV mean myocardial wall thickness AHA 16,DTI dMRI,Mean L3 in superior longitudinal fasciculus on FA skeleton (right),32104,0.045450072,3.72e-16
Left ventricle,LV mean myocardial wall thickness AHA 11,DTI dMRI,Mean L3 in tapetum on FA skeleton (right),32117,0.045438143,3.73e-16
Descending aorta,Descending aorta minimum area,DTI dMRI,Weighted-mean MD in tract inferior longitudinal fasciculus (right),30426,0.046758328,3.34e-16
Left ventricle,LV mean myocardial wall thickness AHA 12,NODDI dMRI,Mean ICVF in uncinate fasciculus on FA skeleton (left),32155,-0.045410584,3.74e-16
Left ventricle,LV mean myocardial wall thickness AHA 6,NODDI dMRI,Mean ICVF in superior cerebellar peduncle on FA skeleton (left),32138,-0.045422335,3.74e-16
Left ventricle,LV end systolic volume,DTI dMRI,Mean FA in posterior limb of internal capsule on FA skeleton (left),32137,-0.04541482,3.78e-16
Left ventricle,LV mean myocardial wall thickness AHA 15,DTI dMRI,Weighted-mean MD in tract posterior thalamic radiation (right),32084,0.045451559,3.79e-16
Left ventricle,LV mean myocardial wall thickness AHA 12,DTI dMRI,Weighted-mean L2 in tract acoustic radiation (right),32153,0.045395891,3.83e-16
Right ventricle,RV stroke volume,DTI dMRI,Mean MO in body of corpus callosum on FA skeleton,32046,0.045554533,3.38e-16
Left ventricle,LV mean myocardial wall thickness AHA 2,DTI dMRI,Weighted-mean FA in tract anterior thalamic radiation (left),32174,-0.045376945,3.85e-16
Left ventricle,LV mean myocardial wall thickness AHA 9,DTI dMRI,Mean FA in retrolenticular part of internal capsule on FA skeleton (right),32173,-0.045374349,3.87e-16
Left ventricle,LV mean myocardial wall thickness AHA 3,DTI dMRI,Mean MD in posterior thalamic radiation on FA skeleton (left),32102,0.045386905,4.09e-16
Left ventricle,LV mean myocardial wall thickness AHA 13,NODDI dMRI,Weighted-mean ICVF in tract inferior longitudinal fasciculus (left),32152,-0.045348632,4.11e-16
Left atrium,LA minimum volume,DTI dMRI,Weighted-mean L1 in tract superior thalamic radiation (right),31494,0.045938387,3.45e-16
Left ventricle,LV mean myocardial wall thickness AHA 14,DTI dMRI,Weighted-mean L1 in tract posterior thalamic radiation (left),32126,0.045366484,4.11e-16
Left ventricle,LV radial strain AHA 2,DTI dMRI,Weighted-mean L3 in tract superior thalamic radiation (right),32123,-0.045353792,4.2e-16
Left ventricle,LV mean myocardial wall thickness AHA 13,NODDI dMRI,Weighted-mean ICVF in tract superior longitudinal fasciculus (left),32135,-0.045328902,4.31e-16
Left ventricle,LV mean myocardial wall thickness AHA 16,DTI dMRI,Weighted-mean L2 in tract inferior fronto-occipital fasciculus (right),32143,0.045310188,4.39e-16
Descending aorta,Descending aorta minimum area,NODDI dMRI,Mean ISOVF in posterior corona radiata on FA skeleton (right),30349,0.046783023,3.52e-16
Left ventricle,LV mean myocardial wall thickness AHA 5,DTI dMRI,Weighted-mean FA in tract acoustic radiation (left),32167,-0.045282282,4.46e-16
Descending aorta,Descending aorta minimum area,DTI dMRI,Weighted-mean MD in tract inferior longitudinal fasciculus (left),30424,0.046715502,3.57e-16
Ascending aorta,Ascending aorta maximum area,DTI dMRI,Mean L3 in posterior limb of internal capsule on FA skeleton (right),30431,0.046706228,3.59e-16
Descending aorta,Descending aorta minimum area,DTI dMRI,Mean MD in cingulum cingulate gyrus on FA skeleton (left),30443,0.046689435,3.63e-16
Left ventricle,LV mean myocardial wall thickness AHA 5,NODDI dMRI,Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (left),31856,0.045497475,4.5e-16
Left ventricle,LV mean myocardial wall thickness AHA 9,DTI dMRI,Mean L2 in tapetum on FA skeleton (right),32098,0.045325762,4.5e-16
Ascending aorta,Ascending aorta maximum area,DTI dMRI,Mean FA in superior fronto-occipital fasciculus on FA skeleton (left),30448,-0.046674318,3.69e-16
Left ventricle,LV mean myocardial wall thickness AHA 8,DTI dMRI,Mean L2 in uncinate fasciculus on FA skeleton (right),32149,0.045289207,4.5e-16
Left ventricle,LV mean myocardial wall thickness AHA 5,DTI dMRI,Mean MO in superior cerebellar peduncle on FA skeleton (right),32124,-0.045297833,4.56e-16
Left ventricle,LV end diastolic volume,DTI dMRI,Weighted-mean MD in tract uncinate fasciculus (left),32169,0.045261565,4.59e-16
Left ventricle,LV mean myocardial wall thickness AHA 10,NODDI dMRI,Mean ICVF in uncinate fasciculus on FA skeleton (left),32155,-0.045268338,4.61e-16
Left ventricle,LV mean myocardial wall thickness AHA 2,DTI dMRI,Mean FA in anterior corona radiata on FA skeleton (left),32188,-0.04520196,4.92e-16
Left ventricle,LV mean myocardial wall thickness AHA 16,NODDI dMRI,Mean ICVF in external capsule on FA skeleton (left),32142,-0.045232493,4.93e-16
Left ventricle,LV mean myocardial wall thickness AHA 3,NODDI dMRI,Weighted-mean ICVF in tract superior longitudinal fasciculus (left),32141,-0.045230623,4.95e-16
Left ventricle,LV mean myocardial wall thickness AHA 2,DTI dMRI,Mean MD in uncinate fasciculus on FA skeleton (right),32156,0.045217814,4.97e-16
Left ventricle,LV myocardial mass,DTI dMRI,Mean FA in medial lemniscus on FA skeleton (right),32164,-0.045211842,4.97e-16
Left ventricle,LV mean myocardial wall thickness AHA 3,DTI dMRI,Weighted-mean L3 in tract inferior longitudinal fasciculus (right),32151,0.045209697,5.05e-16
Left ventricle,LV mean myocardial wall thickness AHA 2,NODDI dMRI,Mean ISOVF in superior corona radiata on FA skeleton (right),32155,0.045206009,5.06e-16
Left ventricle,LV mean myocardial wall thickness AHA 14,DTI dMRI,Weighted-mean L3 in tract forceps minor,32160,0.0451979,5.09e-16
Left ventricle,LV mean myocardial wall thickness AHA 11,DTI dMRI,Weighted-mean FA in tract posterior thalamic radiation (left),32163,-0.04518439,5.18e-16
Left ventricle,LV mean myocardial wall thickness AHA 8,DTI dMRI,Mean L2 in superior cerebellar peduncle on FA skeleton (left),32137,0.04519702,5.22e-16
Right atrium,RA stroke volume,NODDI dMRI,Weighted-mean OD in tract corticospinal tract (right),31733,0.045638374,4.16e-16
Descending aorta,Descending aorta minimum area,DTI dMRI,Mean L2 in cerebral peduncle on FA skeleton (left),30438,0.046595879,4.17e-16
Ascending aorta,Ascending aorta distensibility,NODDI dMRI,Mean OD in inferior cerebellar peduncle on FA skeleton (right),27367,-0.049134091,4.2e-16
Left ventricle,LV mean myocardial wall thickness AHA 3,DTI dMRI,Mean FA in superior fronto-occipital fasciculus on FA skeleton (left),32177,-0.045160938,5.28e-16
Left atrium,LA maximum volume,NODDI dMRI,Mean ISOVF in posterior limb of internal capsule on FA skeleton (left),31732,0.045627314,4.23e-16
Left ventricle,LV mean myocardial wall thickness AHA 8,DTI dMRI,Mean L2 in superior cerebellar peduncle on FA skeleton (right),32136,0.045188895,5.29e-16
Left atrium,LA maximum volume,DTI dMRI,Weighted-mean L2 in tract anterior thalamic radiation (right),31677,0.045642567,4.39e-16
Left ventricle,LV mean myocardial wall thickness AHA 13,DTI dMRI,Mean L1 in superior longitudinal fasciculus on FA skeleton (right),32165,0.045166259,5.31e-16
Descending aorta,Descending aorta minimum area,NODDI dMRI,Mean OD in inferior cerebellar peduncle on FA skeleton (left),30211,0.046730284,4.42e-16
Left ventricle,LV mean myocardial wall thickness AHA 2,DTI dMRI,Weighted-mean L1 in tract superior thalamic radiation (right),32147,0.045175324,5.34e-16
Left ventricle,LV end diastolic volume,DTI dMRI,Mean MD in anterior corona radiata on FA skeleton (right),32146,0.045167553,5.4e-16
Left ventricle,LV mean myocardial wall thickness AHA 10,NODDI dMRI,Weighted-mean ICVF in tract corticospinal tract (right),32142,-0.045168167,5.42e-16
Left ventricle,LV radial strain AHA 2,DTI dMRI,Mean L2 in anterior limb of internal capsule on FA skeleton (left),32058,-0.045223448,5.45e-16
Left ventricle,LV mean myocardial wall thickness AHA 13,DTI dMRI,Weighted-mean L2 in tract anterior thalamic radiation (right),32121,0.045177743,5.46e-16
Left atrium,LA minimum volume,DTI dMRI,Mean L2 in superior longitudinal fasciculus on FA skeleton (right),31491,0.045749596,4.57e-16
Left ventricle,LV mean myocardial wall thickness AHA 2,NODDI dMRI,Weighted-mean ICVF in tract inferior longitudinal fasciculus (left),32161,-0.045148707,5.47e-16
Left ventricle,LV mean myocardial wall thickness AHA 5,NODDI dMRI,Weighted-mean ICVF in tract uncinate fasciculus (left),32158,-0.045142881,5.54e-16
Ascending aorta,Ascending aorta distensibility,NODDI dMRI,Mean ISOVF in posterior corona radiata on FA skeleton (right),27453,-0.048985389,4.63e-16
Right ventricle,RV stroke volume,NODDI dMRI,Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (right),32188,0.045209812,4.86e-16
Left ventricle,LV radial strain AHA 3,NODDI dMRI,Weighted-mean ISOVF in tract uncinate fasciculus (left),32017,-0.045240904,5.54e-16
Left ventricle,LV stroke volume,NODDI dMRI,Mean OD in posterior limb of internal capsule on FA skeleton (left),32194,0.045115782,5.55e-16
Left ventricle,LV radial strain AHA 3,DTI dMRI,Mean L1 in anterior limb of internal capsule on FA skeleton (left),32130,-0.045159215,5.56e-16
Left ventricle,LV mean myocardial wall thickness AHA 11,DTI dMRI,Mean L2 in sagittal stratum on FA skeleton (right),32158,0.045138739,5.57e-16
Left ventricle,LV mean myocardial wall thickness AHA 14,DTI dMRI,Mean L3 in genu of corpus callosum on FA skeleton,32156,0.0451396,5.57e-16
Left ventricle,LV mean myocardial wall thickness AHA 5,DTI dMRI,Mean L2 in retrolenticular part of internal capsule on FA skeleton (right),32164,0.045131872,5.59e-16
Left ventricle,LV end systolic volume,DTI dMRI,Mean L2 in posterior limb of internal capsule on FA skeleton (left),32134,0.04514649,5.64e-16
Left ventricle,LV cardiac output,NODDI dMRI,Mean ISOVF in posterior limb of internal capsule on FA skeleton (right),32184,0.045095622,5.78e-16
Right ventricle,RV stroke volume,NODDI dMRI,Mean OD in posterior limb of internal capsule on FA skeleton (left),32198,0.045164598,5.14e-16
Descending aorta,Descending aorta minimum area,DTI dMRI,Mean L3 in cerebral peduncle on FA skeleton (right),30440,0.046445133,5.17e-16
Left ventricle,LV end diastolic volume,DTI dMRI,Mean L2 in external capsule on FA skeleton (right),32105,0.045145747,5.82e-16
Left ventricle,LV myocardial mass,NODDI dMRI,Mean ISOVF in sagittal stratum on FA skeleton (left),32189,0.045085572,5.83e-16
Left ventricle,LV mean myocardial wall thickness AHA 16,DTI dMRI,Weighted-mean MD in tract uncinate fasciculus (left),32151,0.045111824,5.84e-16
Left ventricle,LV mean myocardial wall thickness AHA 15,NODDI dMRI,Mean ICVF in genu of corpus callosum on FA skeleton,32154,-0.045106061,5.87e-16
Left ventricle,LV stroke volume,NODDI dMRI,Mean ISOVF in external capsule on FA skeleton (left),31756,0.045383734,5.9e-16
Left ventricle,LV end diastolic volume,NODDI dMRI,Weighted-mean OD in tract corticospinal tract (right),32179,0.045083047,5.92e-16
Left ventricle,LV myocardial mass,DTI dMRI,Weighted-mean FA in tract medial lemniscus (right),32199,-0.045066127,5.94e-16
Left ventricle,LV radial strain AHA 3,DTI dMRI,Mean L2 in anterior corona radiata on FA skeleton (right),32127,-0.045111628,5.99e-16
Left ventricle,LV mean myocardial wall thickness AHA 7,NODDI dMRI,Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left),32149,0.045095998,5.99e-16
Left ventricle,LV end diastolic volume,DTI dMRI,Mean MD in uncinate fasciculus on FA skeleton (right),32164,0.045074992,6.08e-16
Left ventricle,LV mean myocardial wall thickness AHA 14,NODDI dMRI,Mean ICVF in anterior limb of internal capsule on FA skeleton (right),32129,-0.045095705,6.11e-16
Left atrium,LA minimum volume,DTI dMRI,Weighted-mean L1 in tract superior longitudinal fasciculus (left),31495,0.045620997,5.49e-16
Left ventricle,LV mean myocardial wall thickness AHA 4,NODDI dMRI,Weighted-mean ICVF in tract forceps major,32150,-0.045079691,6.13e-16
Left ventricle,LV mean myocardial wall thickness AHA 16,DTI dMRI,Mean MD in superior longitudinal fasciculus on FA skeleton (left),32086,0.045109654,6.26e-16
Left ventricle,LV mean myocardial wall thickness AHA 12,NODDI dMRI,Mean ISOVF in posterior corona radiata on FA skeleton (right),32061,0.045122453,6.31e-16
Left ventricle,LV radial strain AHA 3,DTI dMRI,Mean L3 in anterior corona radiata on FA skeleton (left),32121,-0.045075595,6.35e-16
Left ventricle,LV mean myocardial wall thickness AHA 15,NODDI dMRI,Weighted-mean ICVF in tract posterior thalamic radiation (right),32141,-0.045055114,6.41e-16
Left ventricle,LV cardiac output,NODDI dMRI,Weighted-mean ISOVF in tract corticospinal tract (left),32169,0.045023196,6.53e-16
Left ventricle,LV mean myocardial wall thickness AHA 12,NODDI dMRI,Mean ISOVF in posterior thalamic radiation on FA skeleton (left),32090,0.045076777,6.55e-16
Left ventricle,LV myocardial mass,DTI dMRI,Mean FA in medial lemniscus on FA skeleton (left),32166,-0.045021374,6.57e-16
Left ventricle,LV mean myocardial wall thickness global,DTI dMRI,Weighted-mean MD in tract corticospinal tract (left),32159,0.045017612,6.65e-16
Left ventricle,LV mean myocardial wall thickness AHA 13,NODDI dMRI,Mean ICVF in genu of corpus callosum on FA skeleton,32154,-0.045014248,6.72e-16
Left ventricle,LV mean myocardial wall thickness global,NODDI dMRI,Mean ICVF in fornix cres+stria terminalis on FA skeleton (left),32157,-0.045009086,6.75e-16
Left ventricle,LV end diastolic volume,DTI dMRI,Mean FA in superior corona radiata on FA skeleton (left),32194,-0.044982983,6.75e-16
Left ventricle,LV mean myocardial wall thickness AHA 7,DTI dMRI,Mean MD in superior cerebellar peduncle on FA skeleton (left),32154,0.044999821,6.86e-16
Left ventricle,LV mean myocardial wall thickness AHA 10,DTI dMRI,Mean L1 in posterior thalamic radiation on FA skeleton (right),32170,0.04498607,6.89e-16
Left ventricle,LV mean myocardial wall thickness AHA 14,DTI dMRI,Weighted-mean L3 in tract posterior thalamic radiation (left),32090,0.045036757,6.94e-16
Left ventricle,LV stroke volume,NODDI dMRI,Mean OD in posterior limb of internal capsule on FA skeleton (right),32193,0.044962758,6.96e-16
Left atrium,LA maximum volume,DTI dMRI,Weighted-mean L2 in tract anterior thalamic radiation (left),31679,0.045431554,5.96e-16
Ascending aorta,Ascending aorta maximum area,DTI dMRI,Weighted-mean L2 in tract cingulate gyrus part of cingulum (right),30441,0.046342903,5.99e-16
Left ventricle,LV mean myocardial wall thickness AHA 15,DTI dMRI,Mean L2 in superior corona radiata on FA skeleton (left),32098,0.045028259,6.97e-16
Left ventricle,LV mean myocardial wall thickness AHA 8,NODDI dMRI,Mean OD in external capsule on FA skeleton (left),32148,-0.044992508,6.98e-16
Left ventricle,LV radial strain AHA 2,DTI dMRI,Mean L2 in external capsule on FA skeleton (left),32067,-0.045048679,6.99e-16
Left ventricle,LV mean myocardial wall thickness AHA 4,NODDI dMRI,Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (left),32065,-0.045048923,7e-16
Left ventricle,LV mean myocardial wall thickness AHA 4,DTI dMRI,Mean FA in cerebral peduncle on FA skeleton (left),32170,-0.044974848,7e-16
